Terim_TR,StandartKarsilik_EN,Terim_ES,Terim_PT,Terim_RU,KisaKod,NamingToken_TR,KullanimTipi,KategoriKumesi,Kaynak
bSKod,bSTRElementCode,bSTRElementCode,bSTRElementCode,bSTRElementCode,,BSKod,param_ad,Shared Parameter,semantic_dictionary
bSLOD,bSTRLodLevel,bSTRLodLevel,bSTRLodLevel,bSTRLodLevel,,BSLOD,param_ad,Shared Parameter,semantic_dictionary
bSTR disiplin kodu,bSTR discipline code,bSTR disciplina código,bSTR disciplina código,bSTR дисциплина код,,BSTRdisiplinkodu,aciklama,Description,semantic_dictionary
bSTR eleman adı,bSTR element name,bSTR elemento nombre,bSTR elemento nome,bSTR элемент имя,,BSTRelemanadi,aciklama,Description,semantic_dictionary
"bSTR eleman kodu (örn: S-BET-09, M-DUV-01)","bSTR element code (e.g. S-BET-09, M-DUV-01)","bSTR elemento código (e.g. S-BET-09, M-DUV-01)","bSTR elemento código (e.g. S-BET-09, M-DUV-01)","bSTR элемент код (e.g. S-BET-09, M-DUV-01)",,"BSTRelemankodu(orn:S-BET-09,M-DUV-01)",aciklama,Description,semantic_dictionary
bSTR grup kodu (Bakanlık CADD standardı),bSTR group code (Ministry CADD standard),bSTR grupo código (Ministry CADD standard),bSTR grupo código (Ministry CADD standard),bSTR группа код (Ministry CADD standard),,BSTRgrupkodu(BakanlikCADDstandardi),aciklama,Description,semantic_dictionary
bSTR LOD seviyesi,bSTR LOD level,bSTR LOD nivel,bSTR LOD nível,bSTR LOD уровень,,BSTRLODseviyesi,aciklama,Description,semantic_dictionary
"Bu elemana ait beton sınıfı (C25/30, C30/37)","Concrete class for this element (C25/30, C30/37)","hormigón clase for this elemento (C25/30, C30/37)","betão classe for this elemento (C25/30, C30/37)","бетон класс for this элемент (C25/30, C30/37)",,"Buelemanaaitbetonsinifi(C25/30,C30/37)",aciklama,Description,semantic_dictionary
Buzdolabı,Refrigerator,Refrigerador,Geladeira,Холодильник,BUZ,Buzdolabi,manual_seed,Multilingual,manual+research_seed
BYKHY göre bina yüksekliği (m),Building height per BFRR (m),edificio altura per BFRR (m),edifício altura per BFRR (m),здание высота per BFRR (m),,BYKHYgorebinayuksekligi(m),aciklama,Description,semantic_dictionary
Bölge/Zone numarası (yangın alarm vb),Zone number (fire alarm etc.),zona número (incendio alarm etc.),zona número (incêndio alarm etc.),зона номер (пожар alarm etc.),,Bolge/Zonenumarasi(yanginalarmvb),aciklama,Description,semantic_dictionary
Cakisma,Clash,Clash,Clash,Clash,,Cakisma,token,Param Token,semantic_dictionary
Calisma,Operation,Operation,Operation,Operation,,Calisma,token,Param Token,semantic_dictionary
Cam,Glass,Glass,Glass,Glass,,Cam,token,Param Token,semantic_dictionary
Cam tipi: Isıcam 4+16+4 vb,Glazing type: Double glazed 4+16+4 etc.,Glazing tipo: Double glazed 4+16+4 etc.,Glazing tipo: Double glazed 4+16+4 etc.,Glazing тип: Double glazed 4+16+4 etc.,,Camtipi:Isicam4+16+4vb,aciklama,Description,semantic_dictionary
Cap,Diameter,Diameter,Diameter,Diameter,,Cap,token,Param Token,semantic_dictionary
Capi,Diameter,Diameter,Diameter,Diameter,,Capi,token,Param Token,semantic_dictionary
Carpan,Factor,Factor,Factor,Factor,,Carpan,token,Param Token,semantic_dictionary
Cati,Roof,Roof,Roof,Roof,,Cati,token,Param Token,semantic_dictionary
CatiEgimi,RoofSlope,RoofSlope,RoofSlope,RoofSlope,,CatiEgimi,param_ad,Shared Parameter,semantic_dictionary
CatiIsıYalitim,RoofThermalInsulation,RoofThermalInsulation,RoofThermalInsulation,RoofThermalInsulation,,CatiIsiYalitim,param_ad,Shared Parameter,semantic_dictionary
CatiKaplama,RoofCladding,RoofCladding,RoofCladding,RoofCladding,,CatiKaplama,param_ad,Shared Parameter,semantic_dictionary
CatiPozNo,RoofItemNumber,RoofItemNumber,RoofItemNumber,RoofItemNumber,,CatiPozNo,param_ad,Shared Parameter,semantic_dictionary
CatiREI,RoofREI,RoofREI,RoofREI,RoofREI,,CatiREI,param_ad,Shared Parameter,semantic_dictionary
CatiSistemi,RoofSystem,RoofSystem,RoofSystem,RoofSystem,,CatiSistemi,param_ad,Shared Parameter,semantic_dictionary
CatiSuYalitim,RoofWaterproofing,RoofWaterproofing,RoofWaterproofing,RoofWaterproofing,,CatiSuYalitim,param_ad,Shared Parameter,semantic_dictionary
CatiTipi,RoofType,RoofType,RoofType,RoofType,,CatiTipi,param_ad,Shared Parameter,semantic_dictionary
CatiUDegeri,RoofUValue,RoofUValue,RoofUValue,RoofUValue,,CatiUDegeri,param_ad,Shared Parameter,semantic_dictionary
Cekme,Setback,Setback,Setback,Setback,,Cekme,token,Param Token,semantic_dictionary
Celigi,Steel,Steel,Steel,Steel,,Celigi,token,Param Token,semantic_dictionary
Cerceve,Frame,Frame,Frame,Frame,,Cerceve,token,Param Token,semantic_dictionary
CercevePencereUw,FrameWindowUw,FrameWindowUw,FrameWindowUw,FrameWindowUw,,CercevePencereUw,param_ad,Shared Parameter,semantic_dictionary
CevreEtkiSinifi,ExposureClass,ExposureClass,ExposureClass,ExposureClass,,CevreEtkiSinifi,param_ad,Shared Parameter,semantic_dictionary
Cihaz,Device,Device,Device,Device,,Cihaz,token,Param Token,semantic_dictionary
Cihaz adı / modeli,Device name / model,Device nombre / modelo,Device nome / modelo,Device имя / модель,,Cihazadi/modeli,aciklama,Description,semantic_dictionary
Cizim,Drawing,Drawing,Drawing,Drawing,,Cizim,token,Param Token,semantic_dictionary
CizimNo,DrawingNumber,DrawingNumber,DrawingNumber,DrawingNumber,,CizimNo,param_ad,Shared Parameter,semantic_dictionary
Clash,Clash,Clash,Clash,Clash,,Clash,token,Param Token,semantic_dictionary
Classification,Classification,Classification,Classification,Classification,,Classification,token,Param Token,semantic_dictionary
CO,CO,CO,CO,CO,,CO,token,Param Token,semantic_dictionary
CO2 emisyon değeri (kg/m2.yıl),CO2 emission value (kg/m2.year),CO2 emission valor (kg/m2.year),CO2 emission valor (kg/m2.year),CO2 emission значение (kg/m2.year),,CO2emisyondegeri(kg/m2.yil),aciklama,Description,semantic_dictionary
CO2Emisyon,CO2Emission,CO2Emission,CO2Emission,CO2Emission,,CO2Emisyon,param_ad,Shared Parameter,semantic_dictionary
CSB,CSB,CSB,CSB,CSB,,CSB,token,Param Token,semantic_dictionary
CSB_2026_BirimMaliyet,CSB2026UnitCost,CSB2026UnitCost,CSB2026UnitCost,CSB2026UnitCost,,CSB_2026_BirimMaliyet,param_ad,Shared Parameter,semantic_dictionary
CSB_2026_MaliyetKapsami,CSB2026CostScope,CSB2026CostScope,CSB2026CostScope,CSB2026CostScope,,CSB_2026_MaliyetKapsami,param_ad,Shared Parameter,semantic_dictionary
CSB_2026_SinifGrupAdi,CSB2026ClassGroupName,CSB2026ClassGroupName,CSB2026ClassGroupName,CSB2026ClassGroupName,,CSB_2026_SinifGrupAdi,param_ad,Shared Parameter,semantic_dictionary
CSB_2026_SinifGrupKodu,CSB2026ClassGroupCode,CSB2026ClassGroupCode,CSB2026ClassGroupCode,CSB2026ClassGroupCode,,CSB_2026_SinifGrupKodu,param_ad,Shared Parameter,semantic_dictionary
CSB_AnalizGirdisi,CSBIsAnalysisInput,CSBIsAnalysisInput,CSBIsAnalysisInput,CSBIsAnalysisInput,,CSB_AnalizGirdisi,param_ad,Shared Parameter,semantic_dictionary
CSB_BinaGrubuAdi,CSBBuildingGroupName,CSBBuildingGroupName,CSBBuildingGroupName,CSBBuildingGroupName,,CSB_BinaGrubuAdi,param_ad,Shared Parameter,semantic_dictionary
CSB_BinaGrubuKod,CSBBuildingGroupCode,CSBBuildingGroupCode,CSBBuildingGroupCode,CSBBuildingGroupCode,,CSB_BinaGrubuKod,param_ad,Shared Parameter,semantic_dictionary
CSB_BirimFiyatKaynak,CSBUnitPriceSource,CSBUnitPriceSource,CSBUnitPriceSource,CSBUnitPriceSource,,CSB_BirimFiyatKaynak,param_ad,Shared Parameter,semantic_dictionary
CSB_BirimFiyatYili,CSBUnitPriceYear,CSBUnitPriceYear,CSBUnitPriceYear,CSBUnitPriceYear,,CSB_BirimFiyatYili,param_ad,Shared Parameter,semantic_dictionary
CSB_IsKalemiTuru,CSBWorkItemType,CSBWorkItemType,CSBWorkItemType,CSBWorkItemType,,CSB_IsKalemiTuru,param_ad,Shared Parameter,semantic_dictionary
CSB_PozAltGrup,CSBItemSubGroup,CSBItemSubGroup,CSBItemSubGroup,CSBItemSubGroup,,CSB_PozAltGrup,param_ad,Shared Parameter,semantic_dictionary
CSB_PozAnaGrup,CSBItemPrimaryGroup,CSBItemPrimaryGroup,CSBItemPrimaryGroup,CSBItemPrimaryGroup,,CSB_PozAnaGrup,param_ad,Shared Parameter,semantic_dictionary
CSB_PozBirim,CSBItemUnit,CSBItemUnit,CSBItemUnit,CSBItemUnit,,CSB_PozBirim,param_ad,Shared Parameter,semantic_dictionary
CSB_PozNo,CSBItemNumber,CSBItemNumber,CSBItemNumber,CSBItemNumber,,CSB_PozNo,param_ad,Shared Parameter,semantic_dictionary
CSB_PozTanimi,CSBItemDefinition,CSBItemDefinition,CSBItemDefinition,CSBItemDefinition,,CSB_PozTanimi,param_ad,Shared Parameter,semantic_dictionary
CSB_RayicKod,CSBRateCode,CSBRateCode,CSBRateCode,CSBRateCode,,CSB_RayicKod,param_ad,Shared Parameter,semantic_dictionary
CSB_RayicTanimi,CSBRateDefinition,CSBRateDefinition,CSBRateDefinition,CSBRateDefinition,,CSB_RayicTanimi,param_ad,Shared Parameter,semantic_dictionary
CSB_YapiAltFonksiyonu,CSBBuildingSubFunction,CSBBuildingSubFunction,CSBBuildingSubFunction,CSBBuildingSubFunction,,CSB_YapiAltFonksiyonu,param_ad,Shared Parameter,semantic_dictionary
CSB_YapiAnaFonksiyonu,CSBBuildingPrimaryFunction,CSBBuildingPrimaryFunction,CSBBuildingPrimaryFunction,CSBBuildingPrimaryFunction,,CSB_YapiAnaFonksiyonu,param_ad,Shared Parameter,semantic_dictionary
CSB_YapiSinifiAdi,CSBBuildingClassName,CSBBuildingClassName,CSBBuildingClassName,CSBBuildingClassName,,CSB_YapiSinifiAdi,param_ad,Shared Parameter,semantic_dictionary
CSB_YapiSinifiKod,CSBBuildingClassCode,CSBBuildingClassCode,CSBBuildingClassCode,CSBBuildingClassCode,,CSB_YapiSinifiKod,param_ad,Shared Parameter,semantic_dictionary
Degeri,Value,Value,Value,Value,,Degeri,token,Param Token,semantic_dictionary
Denet,Inspection,Inspection,Inspection,Inspection,,Denet,token,Param Token,semantic_dictionary
Depo,Tank,Tank,Tank,Tank,,Depo,token,Param Token,semantic_dictionary
Deprem,Seismic,Seismic,Seismic,Seismic,,Deprem,token,Param Token,semantic_dictionary
Deprem bölgesi DD-1/DD-2/DD-3/DD-4,Seismic zone DD-1/DD-2/DD-3/DD-4,sísmica zona DD-1/DD-2/DD-3/DD-4,sísmica zona DD-1/DD-2/DD-3/DD-4,сейсмический зона DD-1/DD-2/DD-3/DD-4,,DeprembolgesiDD-1/DD-2/DD-3/DD-4,aciklama,Description,semantic_dictionary
Deprem performans seviyesi (BKS-1/2/3),Seismic performance level (BKS-1/2/3),sísmica performance nivel (BKS-1/2/3),sísmica performance nível (BKS-1/2/3),сейсмический performance уровень (BKS-1/2/3),,Depremperformansseviyesi(BKS-1/2/3),aciklama,Description,semantic_dictionary
DepremBinaDPS,SeismicBuildingPerformanceLevel,SeismicBuildingPerformanceLevel,SeismicBuildingPerformanceLevel,SeismicBuildingPerformanceLevel,,DepremBinaDPS,param_ad,Shared Parameter,semantic_dictionary
DepremBolgesi,SeismicZone,SeismicZone,SeismicZone,SeismicZone,,DepremBolgesi,param_ad,Shared Parameter,semantic_dictionary
Depreme dayanıklı taşıyıcı sistem tipi,Seismic force-resisting structural system type,sísmica force-resisting estructural sistema tipo,sísmica force-resisting estrutural sistema tipo,сейсмический force-resisting конструктивный система тип,,Depremedayaniklitasiyicisistemtipi,aciklama,Description,semantic_dictionary
DepremGuclenDurumu,SeismicRetrofitStatus,SeismicRetrofitStatus,SeismicRetrofitStatus,SeismicRetrofitStatus,,DepremGuclenDurumu,param_ad,Shared Parameter,semantic_dictionary
DepremIzolasyonVarMi,SeismicHasBaseIsolation,SeismicHasBaseIsolation,SeismicHasBaseIsolation,SeismicHasBaseIsolation,,DepremIzolasyonVarMi,param_ad,Shared Parameter,semantic_dictionary
DepremKullanim,SeismicUse,SeismicUse,SeismicUse,SeismicUse,,DepremKullanim,param_ad,Shared Parameter,semantic_dictionary
DepremPerdeSistem,SeismicShearWallSystem,SeismicShearWallSystem,SeismicShearWallSystem,SeismicShearWallSystem,,DepremPerdeSistem,param_ad,Shared Parameter,semantic_dictionary
DepremPGA,SeismicPGA,SeismicPGA,SeismicPGA,SeismicPGA,,DepremPGA,param_ad,Shared Parameter,semantic_dictionary
DepremS1,SeismicS1,SeismicS1,SeismicS1,SeismicS1,,DepremS1,param_ad,Shared Parameter,semantic_dictionary
DepremSismikAnaliz,SeismicAnalysisMethod,SeismicAnalysisMethod,SeismicAnalysisMethod,SeismicAnalysisMethod,,DepremSismikAnaliz,param_ad,Shared Parameter,semantic_dictionary
DepremSs,SeismicSs,SeismicSs,SeismicSs,SeismicSs,,DepremSs,param_ad,Shared Parameter,semantic_dictionary
DepremTasiyiciSis,SeismicStructuralSystem,SeismicStructuralSystem,SeismicStructuralSystem,SeismicStructuralSystem,,DepremTasiyiciSis,param_ad,Shared Parameter,semantic_dictionary
DepremYerTipi,SeismicSiteClass,SeismicSiteClass,SeismicSiteClass,SeismicSiteClass,,DepremYerTipi,param_ad,Shared Parameter,semantic_dictionary
Derinlik,Depth,Profundidad,Profundidade,Глубина,,Derinlik,manual_seed,Multilingual,manual+research_seed
Description,Description,Description,Description,Description,,Description,token,Param Token,semantic_dictionary
Devre,Closed,Closed,Closed,Closed,,Devre,token,Param Token,semantic_dictionary
Devre numarası,Circuit number,Circuit número,Circuit número,Circuit номер,,Devrenumarasi,aciklama,Description,semantic_dictionary
Devre tipi: Aydınlatma/Priz/Motor/Güç,Circuit type: Lighting / Socket / Motor / Power,Circuit tipo: iluminación / Socket / Motor / Power,Circuit tipo: iluminação / Socket / Motor / Power,Circuit тип: освещение / Socket / Motor / Power,,Devretipi:Aydinlatma/Priz/Motor/Guc,aciklama,Description,semantic_dictionary
Direnc,Resistance,Resistance,Resistance,Resistance,,Direnc,token,Param Token,semantic_dictionary
Dis,Exterior,Exterior,Exterior,Exterior,,Dis,token,Param Token,semantic_dictionary
Disiplin,Discipline,Disciplina,Disciplina,Дисциплина,,Disiplin,param_ad,Shared Parameter,semantic_dictionary
Disiplin kodu (MIM/INS/MEK/ELK/YAN),Discipline code (ARCH / STRUCT / MECH / ELEC / FIRE),disciplina código (ARCH / STRUCT / MECH / ELEC / FIRE),disciplina código (ARCH / STRUCT / MECH / ELEC / FIRE),дисциплина код (ARCH / STRUCT / MECH / ELEC / FIRE),,Disiplinkodu(MIM/INS/MEK/ELK/YAN),aciklama,Description,semantic_dictionary
Disiplini,Discipline,Discipline,Discipline,Discipline,,Disiplini,token,Param Token,semantic_dictionary
Diğer,Other,Otro,Outro,Другое,,Diger,manual_seed,Multilingual,manual+research_seed
Dogru,Correct,Correct,Correct,Correct,,Dogru,token,Param Token,semantic_dictionary
Dogrulama,Validation,Validation,Validation,Validation,,Dogrulama,token,Param Token,semantic_dictionary
Dokuman,Document,Document,Document,Document,,Dokuman,token,Param Token,semantic_dictionary
Donati,Rebar,Rebar,Rebar,Rebar,,Donati,token,Param Token,semantic_dictionary
DonatiCeligiSinifi_Proje,RebarSteelClassProject,RebarSteelClassProject,RebarSteelClassProject,RebarSteelClassProject,,DonatiCeligiSinifi_Proje,param_ad,Shared Parameter,semantic_dictionary
Donatı sınıfı (B420C / B500C),Reinforcement class (B420C / B500C),armadura clase (B420C / B500C),armadura classe (B420C / B500C),армирование класс (B420C / B500C),,Donatisinifi(B420C/B500C),aciklama,Description,semantic_dictionary
Donatı çeliği sınıfı (B420C / B500C),Reinforcement steel class (B420C / B500C),armadura steel clase (B420C / B500C),armadura steel classe (B420C / B500C),армирование steel класс (B420C / B500C),,Donaticeligisinifi(B420C/B500C),aciklama,Description,semantic_dictionary
Donatı özel notu / pafta açıklaması,Reinforcement special note / drawing description,armadura special nota / dibujo descripción,armadura special nota / desenho descrição,армирование special примечание / чертеж описание,,Donatiozelnotu/paftaaciklamasi,aciklama,Description,semantic_dictionary
Doseme,Floor,Floor,Floor,Floor,,Doseme,token,Param Token,semantic_dictionary
DosemeIsıYalitim,FloorThermalInsulation,FloorThermalInsulation,FloorThermalInsulation,FloorThermalInsulation,,DosemeIsiYalitim,param_ad,Shared Parameter,semantic_dictionary
DosemeKalinligi,FloorThickness,FloorThickness,FloorThickness,FloorThickness,,DosemeKalinligi,param_ad,Shared Parameter,semantic_dictionary
DosemeKaplama,FloorFinishMaterial,FloorFinishMaterial,FloorFinishMaterial,FloorFinishMaterial,,DosemeKaplama,param_ad,Shared Parameter,semantic_dictionary
DosemePozNo,FloorItemNumber,FloorItemNumber,FloorItemNumber,FloorItemNumber,,DosemePozNo,param_ad,Shared Parameter,semantic_dictionary
DosemeREI,FloorREI,FloorREI,FloorREI,FloorREI,,DosemeREI,param_ad,Shared Parameter,semantic_dictionary
DosemeSesYalitim,FloorAcousticInsulation,FloorAcousticInsulation,FloorAcousticInsulation,FloorAcousticInsulation,,DosemeSesYalitim,param_ad,Shared Parameter,semantic_dictionary
DosemeSuYalitim,FloorWaterproofing,FloorWaterproofing,FloorWaterproofing,FloorWaterproofing,,DosemeSuYalitim,param_ad,Shared Parameter,semantic_dictionary
