SemanticAnahtar,StandartParametre_TR,StandartParametre_EN,KaynakDil,KaynakIfade,Description_TR,Description_EN,DataType,GroupName,CeviriKaynagi,GozdenGecirmeDurumu,EN_GroupName
ifc_entity_override,TR_IFC_EntityOverride,EN_IFCEntityOverride,tr,TR_IFC_EntityOverride,Gerekirse elemanın IFC entity karşılığı,IFC entity override for the element if required,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_predefined_type,TR_IFC_PredefinedType,EN_IFCPredefinedType,tr,TR_IFC_PredefinedType,IFC PredefinedType değeri,IFC PredefinedType value,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_name_override,TR_IFC_NameOverride,EN_IFCNameOverride,tr,TR_IFC_NameOverride,IFC Name alanına yazılacak özel ad,Custom name to write to IFC Name field,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_description_override,TR_IFC_DescriptionOverride,EN_IFCDescriptionOverride,tr,TR_IFC_DescriptionOverride,IFC Description alanına yazılacak açıklama,Description to write to IFC Description field,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_object_type_override,TR_IFC_ObjectTypeOverride,EN_IFCObjectTypeOverride,tr,TR_IFC_ObjectTypeOverride,IFC ObjectType alanı,IFC ObjectType field value,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_tag_override,TR_IFC_TagOverride,EN_IFCTagOverride,tr,TR_IFC_TagOverride,IFC Tag alanı,IFC Tag field value,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_classification_name,TR_IFC_ClassificationName,EN_IFCClassificationName,tr,TR_IFC_ClassificationName,IFC sınıflandırma set adı,IFC classification set name,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_classification_source,TR_IFC_ClassificationSource,EN_IFCClassificationSource,tr,TR_IFC_ClassificationSource,IFC sınıflandırma kaynağı / yayıncısı,IFC classification source / publisher,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_classification_edition,TR_IFC_ClassificationEdition,EN_IFCClassificationEdition,tr,TR_IFC_ClassificationEdition,IFC sınıflandırma sürümü,IFC classification edition / version,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_classification_uri,TR_IFC_ClassificationURI,EN_IFCClassificationURI,tr,TR_IFC_ClassificationURI,IFC sınıflandırma URI / referans linki,IFC classification URI / reference link,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_pset_seti,TR_IFC_PsetSeti,EN_IFCPropertySetBundle,tr,TR_IFC_PsetSeti,Eleman için etkinleştirilecek özel property set kümesi,Custom property set bundle to activate for the element,TEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_aktarim_notu,TR_IFC_AktarimNotu,EN_IFCExportNote,tr,TR_IFC_AktarimNotu,IFC aktarım notu / istisna açıklaması,IFC export note / exception description,MULTILINETEXT,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
ifc_dogrulandi,TR_IFC_Dogrulandi,EN_IFCExportVerified,tr,TR_IFC_Dogrulandi,IFC aktarımı kalite kontrolden geçti mi?,Has the IFC export passed quality control?,YESNO,TR-IFC İHRAC VE VERİ EŞLEME,shared_param_definition,guncellendi,EN-IFC EXPORT & DATA MAPPING
metraj_kurali,TR_MetrajKurali,EN_MeasurementRule,tr,TR_MetrajKurali,Metraj alma kuralı / ölçü kuralı,Quantity take-off rule / measurement rule,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
metraj_birim,TR_MetrajBirim,EN_MeasurementUnit,tr,TR_MetrajBirim,Metraj birimi,Measurement unit,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
metraj_carpan,TR_MetrajCarpan,EN_MeasurementFactor,tr,TR_MetrajCarpan,Metraj çarpanı,Measurement factor / multiplier,NUMBER,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
metraj_dahil,TR_MetrajDahil,EN_IncludedInQTO,tr,TR_MetrajDahil,Metraja dahil mi?,Included in quantity take-off?,YESNO,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
analiz_girdi_tipi,TR_AnalizGirdiTipi,EN_AnalysisInputType,tr,TR_AnalizGirdiTipi,Analiz girdisi tipi: işçilik / makine / malzeme / genel gider,Analysis input type: labour / plant / material / overhead,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
analiz_bilesen_kodu,TR_AnalizBilesenKodu,EN_AnalysisComponentCode,tr,TR_AnalizBilesenKodu,Analiz bileşen kodu,Analysis component code,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
maliyet_merkezi,TR_MaliyetMerkezi,EN_CostCentre,tr,TR_MaliyetMerkezi,Maliyet merkezi / bütçe kırılımı,Cost centre / budget breakdown,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
kesif_paket_no,TR_KesifPaketNo,EN_EstimatePackageNumber,tr,TR_KesifPaketNo,Keşif / teklif paketi numarası,Estimate / bid package number,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
imalat_fasi,TR_ImalatFasi,EN_ConstructionPhase,tr,TR_ImalatFasi,İmalat fazı / aşaması,Construction phase / stage,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
is_grubu,TR_IsGrubu,EN_WorkGroup,tr,TR_IsGrubu,İş grubu / trade,Work group / trade,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
tedarik_paket_no,TR_TedarikPaketNo,EN_ProcurementPackageNumber,tr,TR_TedarikPaketNo,Tedarik / satınalma paketi numarası,Procurement / purchasing package number,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
santiye_disiplin,TR_SantiyeDisiplin,EN_SiteDiscipline,tr,TR_SantiyeDisiplin,Şantiye disiplin sorumluluğu,Site discipline responsibility,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
hakedis_no,TR_HakedisNo,EN_ProgressPaymentReference,tr,TR_HakedisNo,Hakediş / ilerleme ödeme referansı,Progress payment / interim payment reference,TEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
maliyet_notu,TR_MaliyetNotu,EN_CostNote,tr,TR_MaliyetNotu,Maliyet / metraj / keşif açıklama notu,Cost / quantity / estimate description note,MULTILINETEXT,TR-KEŞİF / METRAJ / MALİYET KIRILIMI,shared_param_definition,guncellendi,EN-ESTIMATE / QTO / COST BREAKDOWN
qa_dosya_adi_kontrol,TR_QA_DosyaAdiKontrol,EN_QAFileNameCheck,tr,TR_QA_DosyaAdiKontrol,Dosya adı proje naming convention ile uyumlu mu?,Does the file name comply with the project naming convention?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_yerel_konum_kontrol,TR_QA_YerelKonumKontrol,EN_QAOriginCheck,tr,TR_QA_YerelKonumKontrol,Modelin yerel koordinatı ve başlangıç noktası kontrol edildi mi?,Has the model's local coordinate and origin been checked?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_kat_adlandirma_kontrol,TR_QA_KatAdlandirmaKontrol,EN_QAStoreyNamingCheck,tr,TR_QA_KatAdlandirmaKontrol,Kat/seviye isimleri proje standardına uygun mu?,Do floor / level names comply with the project standard?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_dogru_ifc_tur,TR_QA_DogruIfcTur,EN_QACorrectIFCType,tr,TR_QA_DogruIfcTur,Eleman doğru IFC türü / entity ile eşlenmiş mi?,Is the element mapped to the correct IFC type / entity?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_adlandirma_kontrol,TR_QA_AdlandirmaKontrol,EN_QANamingCheck,tr,TR_QA_AdlandirmaKontrol,Nesne/ad/tip adlandırması tutarlı mı?,Is the object / name / type naming consistent?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_siniflandirma_kontrol,TR_QA_SiniflandirmaKontrol,EN_QAClassificationCheck,tr,TR_QA_SiniflandirmaKontrol,Eleman sınıflandırma bilgisi eksiksiz mi?,Is the element classification information complete?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_malzeme_atamasi,TR_QA_MalzemeAtamasi,EN_QAMaterialAssignment,tr,TR_QA_MalzemeAtamasi,Elemanlara doğru malzeme atanmış mı?,Have the correct materials been assigned to elements?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_cakisma_kopya_kontrol,TR_QA_CakismaKopyaKontrol,EN_QAClashDuplicateCheck,tr,TR_QA_CakismaKopyaKontrol,Kopya ve çakışma kontrolü yapıldı mı?,Has a duplicate and clash check been performed?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_load_bearing,TR_QA_LoadBearing,EN_QALoadBearing,tr,TR_QA_LoadBearing,LoadBearing niteliği kontrol edildi mi?,Has the LoadBearing attribute been checked?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_is_external,TR_QA_IsExternal,EN_QAIsExternal,tr,TR_QA_IsExternal,IsExternal niteliği kontrol edildi mi?,Has the IsExternal attribute been checked?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_fire_rating,TR_QA_FireRating,EN_QAFireRating,tr,TR_QA_FireRating,FireRating niteliği kontrol edildi mi?,Has the FireRating attribute been checked?,YESNO,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_teslim_durumu,TR_QA_TeslimDurumu,EN_QADeliveryStatus,tr,TR_QA_TeslimDurumu,Taslak / Kontrol / Revizyon / Onaylandı,Draft / Review / Revised / Approved,TEXT,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_kontrol_eden,TR_QA_KontrolEden,EN_QACheckedBy,tr,TR_QA_KontrolEden,QA kontrolünü yapan kişi / ekip,Person / team performing QA check,TEXT,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_kontrol_tarihi,TR_QA_KontrolTarihi,EN_QACheckDate,tr,TR_QA_KontrolTarihi,QA kontrol tarihi,QA check date,TEXT,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
qa_not,TR_QA_Not,EN_QANote,tr,TR_QA_Not,Kalite kontrol notu / düzeltme açıklaması,Quality control note / correction description,MULTILINETEXT,TR-QA VE TESLİM KONTROLÜ,shared_param_definition,guncellendi,EN-QA & DELIVERY CHECK
ils_teslim_asamasi,TR_ILS_TeslimAsamasi,EN_ILSDeliveryStage,tr,TR_ILS_TeslimAsamasi,Bilgi teslim aşaması (Konsept / Ön / Kesin / Uygulama / As-built),Information delivery stage (Concept / Preliminary / Final / Construction / As-built),TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
ils_bilgi_gereksinim_seviyesi,TR_ILS_BilgiGereksinimSeviyesi,EN_ILSInformationRequirementLevel,tr,TR_ILS_BilgiGereksinimSeviyesi,İstenen bilgi seviyesi / teslim beklentisi,Required information level / delivery expectation,TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
ils_geometri_seviyesi,TR_ILS_GeometriSeviyesi,EN_ILSGeometryLevel,tr,TR_ILS_GeometriSeviyesi,Geometri olgunluğu / temsil seviyesi,Geometry maturity / representation level,TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
ils_alfanumerik_seviye,TR_ILS_AlfanumerikSeviye,EN_ILSAlphanumericLevel,tr,TR_ILS_AlfanumerikSeviye,Zorunlu alfanümerik bilgi seviyesi,Mandatory alphanumeric information level,TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
ils_dokuman_bagi,TR_ILS_DokumanBagi,EN_ILSDocumentLink,tr,TR_ILS_DokumanBagi,İlgili şartname / katalog / doküman bağlantısı,Related specification / catalogue / document link,TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
ils_zorunlu_alan_seti,TR_ILS_ZorunluAlanSeti,EN_ILSMandatoryFieldSet,tr,TR_ILS_ZorunluAlanSeti,Teslimde zorunlu alan seti adı,Mandatory field set name for delivery,TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
ils_dogrulama_kural_seti,TR_ILS_DogrulamaKuralSeti,EN_ILSValidationRuleSet,tr,TR_ILS_DogrulamaKuralSeti,Uygulanacak kural seti / kontrol paketi,Rule set / check package to be applied,TEXT,TR-ILS / BİLGİ GEREKSİNİMİ,shared_param_definition,guncellendi,EN-ILS / INFORMATION REQUIREMENT
